あい	阿井,愛,曾,相,藍,會
くずお	葛尾
くずおか	葛岡
くずかた	葛形
くずかみ	葛上,葛神
くずかわ	葛川
くずがみ	葛上
くずき	葛城
くずぐち	葛口
くずさか	葛坂
くずした	葛下
くずしま	葛島
くずた	葛田
くずたに	葛谷
くずな	葛声
くずにし	葛西
くずぬき	葛貫
くずの	葛野
くずは	葛葉
くずはた	葛畑
くずはら	葛原
くずば	葛葉,崩場
くずま	葛間,葛馬
くずまき	葛巻
くずみ	葛見,久住,久澄,九頭見
くずめ	葛目,楠目
くずもと	葛本
くずや	葛谷
くずやま	葛山
くずれ	崩
くずわ	葛和
くずわた	葛綿
くせ	久世,久瀬,苦瀬
くぜ	久世,久瀬,弘世
くた	久田
くたに	久谷,九谷
くたにだ	九谷田
くたみ	久田見,久民,朽網
くたら	久樂
くたらぎ	久多良木,久夛良木
くだ	久田,玖田
くだか	久高
くだはら	久田原
くだま	久玉
くだまつ	久田松
くだら	百済
くち	口
くちい	久地井,久池井,口井
くちいし	口石
くちいわ	口岩
くちおか	久地岡
くちき	朽木
くちごうち	口垣内
くちだ	口田
くちつ	朽津
くちの	口野
くちのまち	口ノ町,口之町
くちはら	朽原
くちば	口羽
くちみ	朽見
くちむら	口村
くちょう	九町
くちら	久知良
くちわき	口脇
くぢおか	久地岡
くつ	久津
くつかけ	沓掛
くつき	久津木,朽木
くつざわ	沓沢,沓澤
くつな	久綱,朽名,沓名,忽那
くつない	沓内
くつぬぎ	沓脱,沓抜,沓拔
くつま	久津間
くつみ	久津見,九津見,玖津見
くつみず	沓水
くつむら	沓村
くつわ	久津輪,久津和,轡
くつわだ	轡田
くづう	葛生
くづおか	久津岡
くづな	久津名
くづま	久津摩
くづみ	九津見
くづろ	久津呂
くてけん	久手堅
くで	公手
くでけん	久手堅
くとう	久東,宮東,工藤
くとみ	久富,九冨
くとめ	久留
くどう	久藤,宮東,宮藤,工藤
くどせ	久戸瀬
くどち	久土地
くどみ	久富
くどん	瞿曇
くない	九内
くなみ	九波
くに	九二
くにい	国井,國井
くにうら	國浦
くにえ	國江
くにえだ	国枝,國枝
くにおか	国岡
くにおく	国奥,國奥
くにか	国香,國香
くにかげ	國影
くにかた	国方,國方
くにかど	国門
くにかね	国兼,国包,國兼
くにかみ	国上
くにかわ	国川
くにが	國賀
くにがね	國金
くにがみ	国上,国頭,國頭
くにき	国樹
くにきた	國北
くにきょう	国京
くにきよ	國清
くにぎた	欅田
くにぎだ	﨔田,（木へんに解）,椚田,槲田
くにくも	国雲,國雲
くにごう	救仁郷
くにさ	国狹
くにさき	国﨑,国崎,国東,國﨑,國崎
くにさだ	国貞,国定,國定
くにさと	国里
くにさわ	国沢,国澤,國沢,國澤
くにざき	國崎
くにざね	国実
くにざわ	国沢,国澤,國沢,國澤
くにし	国司,國司,國志
くにしお	国塩,國塩
くにしげ	国重,國重
くにした	国下
くにしま	国島,国嶋,國島,國嶋
くにしろ	国代,國代
くにすえ	国陶,國居,國末
くにすけ	國祐
くにせ	国瀬
くにた	国田,國田
くにたけ	国武,國武
くにたて	国立,國立
くにたま	国玉,國玉
くにだ	国田,國田
くにち	九日
くにちか	国近,國近
くにつ	国津
くにつか	国柄
くにつぐ	国次,国続,國次,國津
くにづか	国塚
くにとう	国遠,国東,国藤,国頭,國藤,國頭
くにとき	国時
くにとし	国俊
くにとみ	国富,國富
くにとも	国友,國友
くになか	国中,国仲,國中,國仲
くになが	國永
くににし	國西
くにの	國野
くにのぶ	国信,國信
くにのり	國則
くにはら	国原,國原,椢原
くにば	国場,國場
くにひさ	國久
くにひら	国平
くにひろ	国広,国弘,國広,國弘,國廣
くにふさ	国房,國房
くにふじ	国藤,國藤
くにべ	国部,國部
くにまさ	国政,國政,國正
くにまつ	国松,國松
くにまる	国丸
くにみ	国見,國見
くにみつ	国光,国満,國光
くにみなと	久々湊
くにみね	国峯,國峰,國峯
くにむね	国宗,國宗
くにむら	国村
くにもち	国持,國持
くにもと	国本,國元,國本
くにもり	国守,国森
くにや	国家,国谷,國谷
くにやす	国安,國安
くにやま	国山
くにゅうだ	口入田
くにゆき	国行,國行
くによし	国吉,国芳,國𠮷,國吉
くにわき	国脇
くにわけ	国分
くぬき	九貫
くぬぎ	功刀,功力,桾,椚
くぬぎざ	椚座
くぬぎた	欅田
くぬぎたに	椚谷
くぬぎだ	椚田
くぬぎはら	椚原
くぬぎやま	椚山
くね	久根
くねぐち	久根口
くねざき	久根崎
くねした	久根下
くの	久埜,久野,九野,公野,工野,椹野
くのう	久納,久能,九重
くのぎ	久能木,久野木,功力
くのさか	九野坂
くのへ	九戸
くのむら	久野村
くのり	久乗,九里
くはら	久原,九原
くば	久羽,久場,久芳,久葉
くばがわ	久場川
くばた	久畑
くばる	久原
くびしろ	首代
くぶき	久富木,久冨貴,久冨木
くぶきはら	久富木原
くぶしろ	久布白
くぶんでん	口分田
くぼ	久保,久芳,窪
くぼあき	久保秋
くぼい	久保井,久保居
くぼいけ	窪池
くぼいわ	久保岩
くぼう	久宝
くぼうち	久保内,窪内
くぼおか	久保岡
くぼかわ	久保川,窪川
くぼがみ	久保上
くぼき	久保木,窪喜,窪城,窪木
くぼくら	久保倉,窪倉
くぼさか	久保坂
くぼさわ	久保沢,久保澤
くぼしき	久保敷
くぼした	久保下
くぼしま	久保島,久保嶋,窪島
くぼしろ	久布白
くぼじま	久保島
くぼすみ	久保隅
くぼぞえ	久保添,窪添
くぼぞの	久保園,久保薗,窪園,窪薗
くぼた	久保田,窪多,窪田
くぼたに	久保谷,窪谷
くぼち	久保地,窪地
くぼつ	久保津,窪津
くぼてら	久保寺,窪寺
くぼで	久保出
くぼでら	久保寺,窪寺
くぼなか	久保中
くぼにし	窪西
くぼにわ	久保庭,窪庭
くぼの	久保埜,久保野,窪野
くぼのうち	窪之内
くぼのや	窪谷
くぼはら	久保原
くぼみや	久保宮
くぼむら	久保村
くぼもと	久保本
くぼや	久保谷,窪谷
くぼやま	久保山,窪山
くぼり	久保利,久堀
くま	久間,久万,久満,熊,隈
くまい	熊井,隈伊,隈井
くまいど	熊井戸
くまうち	熊内
くまえ	熊江,隈江
くまお	熊生,熊尾
くまおう	熊王
くまおか	熊岡
くまかや	熊谷
くまかわ	熊川,隈川
くまがい	熊谷
くまがえ	熊谷
くまがみ	熊耳,熊上
くまがわ	久万川,熊川,隈川
くまき	熊木
くまきり	熊切
くまぎ	熊木
くまぎり	熊切
くまくぼ	熊久保
くまくら	熊倉,隈倉
くまさか	熊坂
くまさき	熊﨑,熊崎,隈崎
くまさこ	熊迫
くまざき	熊﨑,熊崎,隈崎,隈嵜
くまざわ	熊沢,熊澤
くました	隈下
くましょう	熊庄
くましろ	熊城,熊代,熊白,神代
くまじま	熊島
くます	熊須
くまず	熊頭
くませ	熊瀬
くまぜん	熊膳
くまぞえ	熊添
くまた	久間田,熊田
くまたに	熊谷
くまたはら	熊田原
くまたばら	熊田原
くまだ	久間田,久万田,久萬田,熊田
くまだいら	熊手
くまだき	熊懐
くまて	熊手
くまで	熊手
くまとり	熊取,熊捕
くまとりや	熊取谷
くまなし	熊無
くまにし	熊西
くまの	熊野
くまのごう	熊ノ郷
くまのみどう	熊埜御堂,熊野御堂
くまのや	熊野谷
くまはし	熊橋
くまはら	熊原,隈原
くまばやし	熊林
くまひら	熊平
くまふじ	熊藤
くまべ	久間部,熊部,隈部
くままえ	熊前
くままる	熊丸,隈丸
くまみ	熊見,熊巳
くまもと	熊本,隈元,隈本
くまや	熊屋
くまやす	熊安
くまやま	熊山
くまんだ	九万田
くみ	組
くみがしら	組頭
くみき	久見木
くみさか	組坂
くみせ	久見瀬
くみた	久美田,汲田,組田
くみはし	組橋
くみむら	組村
くみもと	組本
くむら	久村,九村,玖村
くめ	久米,粂
くめい	久米井,粂井
くめうち	粂内
くめかわ	久米川,粂川
くめがい	粂谷
くめがわ	久米川,粂川
くめた	久米田,粂田
くめたに	粂谷
くめだ	久米田,粂田
くめの	久米野,粂野
くめはら	久米原
くめむら	久米村
くめもと	久米本
くめや	久米谷,粂谷
くめやま	久米山,粂山
くも	雲
くもい	雲井
くもうら	雲浦
くもお	雲尾
くもおか	雲岡
くもかわ	雲川
くもきた	雲北
くもこし	雲越
くもじ	雲地
くもだ	口分田
くもつ	雲津
くもで	口分田,蜘手
くもばやし	雲林
くもみね	雲峰
くもり	久守
くもん	久門,九門,公文,公門
くもんだ	久門田
くや	久屋
くやま	久山
くよう	九曜
くら	倉,蔵,内蔵,藏
くらあと	倉跡
くらい	倉井
くらいえ	倉家
くらいし	倉石
くらうち	鞍打,庫内,倉内,臓内,蔵内,藏内
くらお	倉尾,蔵尾
くらおか	倉岡,蔵岡
くらかぎ	倉鍵
くらかけ	鞍掛,鞍懸,倉掛
くらかず	倉員,倉数
くらかた	倉形,倉片,倉方,蔵方,藏方
くらかど	倉門,藏角
くらかね	倉金,倉兼
くらかみ	倉上
くらかり	倉狩
くらかわ	倉川,蔵川,藏川
くらがいち	倉ヶ市
くらがき	倉垣,倉垣内
くらがさき	倉ヶ崎,蔵ヶ崎
くらがた	倉形
くらがね	倉金
くらがの	九良賀野,倉賀野
くらき	久良木,倉起,倉木
くらく	工楽
くらぐち	倉口,藏口
くらけ	倉家
くらさか	倉阪
くらさき	倉崎,藏埼
くらさこ	倉迫,蔵迫
くらさわ	倉沢,倉澤
くらしき	倉敷,倉鋪,蔵敷
くらしげ	倉重,倉繁,倉茂,蔵重
くらした	蔵下,藏下
くらしな	倉科,倉品,藏品
くらしま	倉島,倉嶋,倉嶌,蔵島
くらしも	藏下
くらしょ	蔵所
くらじ	蔵治
くらすみ	倉住
くらずみ	倉住,蔵澄,藏澄
くらせ	倉瀬,蔵瀬
くらぞの	倉園
くらた	鞍田,倉田,蔵多,蔵田,内蔵田,藏田
くらたか	倉高
くらたに	鞍谷,倉谷,蔵谷,藏谷
くらだて	倉舘,蔵立
くらち	久良知,倉知,倉地,倉智
くらつ	倉津,倉都,蔵津
くらつか	倉塚
くらつくり	鞍作
くらつじ	倉辻
くらつね	倉恒
くらつぼ	倉坪,蔵坪
くらつめ	倉爪
くらづめ	倉爪
くらと	倉戸
くらとう	倉藤,蔵藤,蔵當
くらとこ	倉床
くらとみ	倉富,倉冨,蔵富,蔵冨
くらどう	倉堂
くらなが	倉永,倉長
くらなみ	蔵並,藏並
くらなり	倉成
くらにし	倉西
くらぬき	倉貫
くらね	倉根,蔵根
くらの	鞍野,倉野,蔵野,藏野
くらのうち	蔵之内
くらのした	倉ノ下,蔵ノ下,蔵之下
くらは	訓覇
くらはし	倉橋,蔵橋
くらはた	倉畑
くらはち	倉八
くらはやし	倉林
くらはら	倉原,蔵原,藏原
くらば	倉場
くらばやし	倉林
くらふじ	藏冨士
くらぶち	倉淵,倉渕
くらべ	倉部,蔵部,藏部
くらほり	藏堀
くらま	鞍馬,倉間,蔵間
くらまえ	倉前,藏前
くらまし	倉増,蔵増
くらます	倉益,倉升,倉増,蔵増,藏枡
くらまた	倉俣,倉又
くらまつ	倉松
くらみ	倉見
くらみつ	倉益,倉光,蔵光,蔵満
くらむかい	倉向
くらむら	倉村
くらもち	倉持,蔵持
くらもと	鞍本,庫本,倉元,倉本,蔵元,蔵本,藏本
くらもり	倉盛,蔵森
くらや	倉屋,倉谷,倉矢,蔵屋,藏屋
くらやしき	蔵屋敷
くらやま	倉山
くらよし	倉吉
くらわか	倉若
くり	久利,九里,栗
くりあき	栗秋
くりい	栗井
くりいいはら	栗飯原
くりいいばら	栗飯原
くりいわ	栗岩
くりう	久利生,栗生,繰生
くりうざわ	栗生沢,栗生澤
くりうら	栗浦
くりお	栗尾
くりおか	栗岡
くりかみ	繰上
くりかわ	栗川
くりがた	栗形
くりがみ	繰上,操上
くりき	久力,栗城,栗木
くりけ	栗家
くりさか	栗坂
くりさき	栗﨑,栗崎,栗嵜
くりさわ	栗沢,栗澤
くりざき	栗崎
くりしば	栗柴,栗芝
くりしま	栗島,栗嶋
くりす	久利須,栗須,栗栖,栗巣
くりぞの	栗園
くりた	栗田
くりたに	栗谷,繰谷,操谷
くりつぼ	栗坪
くりなが	栗永
くりなみ	栗波
くりにし	栗西
くりの	栗野
くりのぶ	栗延
くりのみや	栗之宮
くりはし	栗橋
くりはな	栗花
くりはま	栗濱
くりはら	栗原
くりばやし	栗林
くりばら	栗原
くりひさ	栗久
くりま	栗間,来間
くりまた	栗又
くりみつ	栗光
くりむら	栗村
くりもと	栗本
くりもり	栗盛
くりや	栗屋,厨
くりやがわ	栗谷川,厨川
くりやき	栗焼
くりやま	栗山
くりやもと	栗谷本
くりゅう	久留生,栗羽,栗生,繰生
くりわき	栗脇
くりわだ	栗和田
くる	久留
くるさき	來﨑
くるしま	久留島,久留嶋,来島,来嶋,耒嶋
くるじ	来司
くるす	久留主,久留須,栗栖,来栖,來栖,耒栖
くるた	来田
くると	久留戸
くるはら	久留原,来原
くるべ	訓覇
くるま	車,来間,来馬,來馬,來摩
くるまさ	来正
くるまじ	車地
くるまた	車田
くるまたに	車谷
くるまだ	車田
くるまだに	車谷
くるまづか	車塚
くるまど	車戸
くるまや	車屋,車谷
くるみ	久留美,胡桃,来見
くるみさわ	胡桃沢,胡桃澤,楜沢,楜澤
くるみざわ	胡桃沢,胡桃澤,楜澤
くるみや	久留宮
くるめ	久留米
くるもと	来本
くれ	久礼,久禮,呉
くれい	榑井
くれいし	暮石
くれいずみ	暮泉
くれた	呉田
くれたけ	呉竹
くれたに	呉谷,榑谷
くれだ	呉田
くれち	呉地,暮地
くれぬま	榑沼
くれは	呉羽
くれはら	呉原
くれば	塊場
くればやし	呉林,紅林,榑林
くれびと	呉人
くれべ	暮部
くれまつ	呉松,紅松,榑松
くれみや	呉宮
くれもと	呉本
くれや	呉屋,呉家
くろ	久呂
くろい	黒井
くろいし	黒石
くろいた	黒板
くろいで	畔出
くろいわ	黒岩
くろう	久良
くろうじ	黒氏
くろうす	黒臼
くろうち	黒内
くろうつ	久郎津
くろうど	蔵人
くろうまる	九郎丸
くろうめ	黒梅
くろえ	黒江
くろお	黒尾
くろおか	黒岡
くろかみ	黒上,黒神,黒髪
くろかわ	黒河,黒川,畔川
くろがき	黒柿
くろがた	黒潟
くろがね	黒金,黒鉦,鐵
くろがま	黒釜
くろき	黒木,畔木
くろきば	黒木場
くろぎ	黒木
くろくい	黒杭
くろくも	黒雲
くろくら	黒倉
くろこ	黒古,黒子
くろこう	黒河
くろこうち	黒河内
くろこし	黒越
くろご	黒後
くろごう	黒郷
くろごうち	黒河内
くろごし	黒越
くろごめ	黒米,皀
くろさ	黒佐
くろさか	黒坂,黒阪
くろさき	黒﨑,黒崎
くろささ	黒笹
くろさわ	黒沢,黒澤
くろさわつ	黒沢津
くろしお	黒潮
くろした	黒下
くろしま	黒島,黒嶋
くろじ	黒地
くろす	黒子,黒須,黒巣
くろすぎ	黒杉
くろすみ	黒住
くろず	黒図,黒豆
くろずみ	黒済,黒住
くろせ	黒瀨,黒瀬
くろそう	黒相
くろぞえ	黒添
くろぞの	黒園
くろた	黒田
くろたき	黒滝,黒瀧
くろたけ	黒竹
くろたに	黒谷,疇谷
くろだ	黒田,畔田
くろち	黒地
くろつ	黒津
くろつか	黒塚
くろつち	黒土
くろつぼ	黒坪
くろとび	黒飛
くろとり	黒鳥,畔取
くろどう	黒堂
くろなが	玄永,黒永,黒長
くろにた	黒仁田
くろぬま	黒沼
くろね	黒根
くろの	黒野
くろのつぼ	黒野坪
くろのみや	久呂宮
くろは	黒羽
くろはし	黒橋
くろはた	黒畑
くろはね	黒羽,黒羽根,黒羽子
くろはばき	黒（脛のエの下に巾）,黒鍛,黒脛,黒臑
くろはま	黒浜
くろはら	黒原
くろば	黒羽
くろばね	黒羽,黒羽根
くろばやし	黒林
くろひじ	黒肱
くろふち	黒淵
くろぶち	黒淵,黒渕
くろべ	黒部
