あいいちろう	愛一朗,愛一郎,藍一朗,藍一郎,愛一朗,愛一郎,藍一朗,藍一郎
さだゆき	覚之,完之,貞恭,貞幸,貞行,貞至,貞征,貞雪,貞之,定幸,定行,定之,定祐,禎維,禎往,禎介,禎起,禎恭,禎幸,禎行,禎征,禎雪,禎之,禎侑,必幸
さだよし	真賞,貞嘉,貞義,貞吉,貞圭,貞慶,貞謙,貞祥,貞静,貞美,貞芳,貞由,貞良,定佳,定義,定吉,定好,定能,定美,定芳,定由,定良,禎佳,禎嘉,禎喜,禎義,禎吉,禎好,禎淑,禎善,禎美,禎良
さとき	覚樹,暁示,慧樹,慧生,賢生,悟希,悟記,悟輝,悟己,悟樹,嵯斗希,仁紀,仁軌,仁綺,聖樹,誠生,聡葵,聡基,聡稀,聡貴,知樹,智基,智希,智稀,智貴,智輝,智樹,哲幹,哲基,彦輝,利基,理希,理貴,里季,里輝,里樹,怜希,怜樹,彗樹
さとし	さとし,さと志,サトシ,叡志,叡思,鋭,解史,解志,覚史,覚士,覚詞,学史,学士,学志,教司,郷司,郷史,郷嗣,郷士,郷志,郷思,郷至,郷資,郷矢,暁史,暁嗣,暁士,暁志,暁思,暁氏,訓,恵史,慧司,慧史,慧士,慧思,慧星,慧知,賢,賢士,賢志,賢思,賢之,悟,悟司,悟史,悟嗣,悟士,悟志,悟之,倖慧,倖俊,倖年,倖敏,公士,公志,幸慧,幸寿,幸年,幸敏,佐穏,佐幹,佐喜,佐紀,佐子,佐寿,佐俊,佐峻,佐人志,佐星,佐斗司,佐登史,佐登志,佐都市,佐等,佐惇,佐年,佐隼,佐敏,佐勇,佐要,佐利,佐禄,佐和,佐壽,嵯季,左人志,左斗志,左福,沙紀,沙健,沙子,沙志,沙人志,沙敦,沙富志,沙利,砂人志,冴冬思,冴利,冴翔真,咲寿,咲稔,三十四,識司,識史,紗登士,小利,捷,祥慧,祥俊,祥年,祥敏,仁士,仁志,聖敬,聖司,聖史,聖士,聖志,誠志,誠巳,詮,爽俊,早威,早逸,早寿,早人師,早人志,早征士,早征志,早登志,早百士,早平,総,総淳,聡梓,聡司,聡史,聡嗣,聡士,聡師,聡志,聡思,聡視,聡慈,聡治,聡之,聡敏,達,達司,達史,達士,達志,知司,知史,知嗣,知志,智司,智史,智嗣,智士,智子,智志,智思,智獅,智祉,智糸,智至,智視,智詞,智資,智慈,智治,智祥,智之,智巳,秩,茶聡,哲,哲司,哲史,哲嗣,哲士,哲志,哲治,哲之,都史,都志,敏司,敏史,敏士,敏志,敏獅,諭,諭史,諭士,諭志,諭諮,勇年,勇勇,利志,吏志,吏識,理司,理史,理嗣,理士,理志,理資,里司,里史,里嗣,里士,里始,里子,里志,里至,里詩,里祥,里是,里知,怜史,怜士,怜志,論,惺司,惺士,惺志,曉志,曉思
さとはる	理玄
さとふみ	郷史,郷文,啓文,智史,里史,里文,俐文
さとまさ	聡将
さとや	郷哉,郷八,郷也,郷弥,郷矢,慧哉,慧也,慧耶,悟也,悟矢,叉都也,聡哉,聡也,聡弥,智哉,智弥,徳矢,諭弥,里哉,里八,里也,里弥,里矢,怜也,惺也
さとる	さとる,衛,峨,画,解,魁,覚流,覚留,郭,学,強,郷流,郷琉,郷留,郷瑠,暁琉,暁瑠,暁塁,均,訓,恵琉,恵瑠,慧琉,賢,賢瑠,悟,悟流,悟琉,悟瑠,幸執,幸取,幸操,佐資,佐取流,佐取留,佐十流,佐十留,佐人流,佐人留,佐鳥流,佐鳥留,佐斗流,佐斗留,佐登流,佐登留,佐都流,佐都琉,佐都留,左十流,左十留,左斗流,左斗留,咲都瑠,孜,資,紗音琉,遵,丞,聖流,節,総,聡流,聡琉,聡留,聡瑠,草杜留,達,知琉,智流,智琉,智留,智瑠,秩,兆,鎮,哲,甫,愉,諭,里流,里琉,里留,里瑠,力,怜流,怜瑠,亙,實,惺瑠,曉
さねあつ	志重,実渥,実温,実厚,実淳,実醇,実篤,実惇,実敦,実濃,情厚
さねしげ	核滋,核重,核繁,核茂,実薫,実滋,実重,実成,実繁,実茂
さねたか	実貴,実喬,実空,実敬,実孝,実高,実峻,実崇,実嵩,実尊,実隆,実堯,仁理
さねただ	核正,核只,核但,核忠,核唯,実正,実只,実但,実忠,実唯
さねのぶ	允信,核伸,核信,実延,実宜,実述,実伸,実信,実宣,実暢,実展,實恒
さねひさ	壱寿,核久,核恒,核寿,核尚,実久,実恒,実寿,実尚,実弥,実悠,真久,誠久
さねみち	志充,志道,実往,実軌,実径,実宙,実通,実途,実道,実倫,実路,実迪,真道
さねみつ	核光,核充,核満,実允,実光,実貢,実三,実充,実満,実密
さねやす	志泰,実安,実億,実穏,実休,実康,実泰,実保,実靖,実裕,真慈
さねゆき	実維,実往,実起,実幸,実行,実征,実雪,実之,実侑,心幸,真倖,真幸,真行,真之,仁將,實幸
さねよし	允克,護義,実佳,実嘉,実喜,実義,実吉,実好,実淑,実善,実美,実良,真義,實由
さやと	沙也人,沙也斗,沙耶人,沙弥斗,彩斗,彩弥翔,冴斗,咲也斗,紗也人,紗也斗,小夜兎,鞘人,鞘斗,清人,清斗,清登,清飛,清豊,清翔,爽音,爽采,爽人,爽斗,爽豊,爽弥斗,爽翔,勇也斗,勇陽士,涼翔
さんしろう	三司朗,三司郎,三史朗,三史郎,三嗣朗,三嗣郎,三四楼,三四郎,三士朗,三士郎,三志朗,三志楼,三志郎,三至朗,参士郎,桟士朗,燦士郎,燦志郎,讃士郎
さんた	さんた,三多,三太,三大,参太,参汰,桟泰,燦多,燦太,燦汰,燦大,珊太,珊汰,産太,讃太,讃大,賛汰,賛台,賛大,聖太,陽太
しあん	梓杏,司晏,嗣杏,士庵,志安,志庵,支庵,紫安,紫庵,紫杏,紫晏,詩鞍,詩晏,誌庵,心安
しいま	志維真,椎真,椎馬,椎舞,椎麻
しかお	志佳央,志嘉雄
しげあき	シゲアキ,栄明,薫明,慈昭,重瑛,重輝,重秋,重彰,重昭,重章,重明,穣鑑,成晃,成彰,成昭,成章,成哲,成彬,成明,成亮,鎮章,篤朗,繁晃,繁秋,繁昭,繁詮,繁明,繁朗,茂暁,茂顕,茂昂,茂晃,茂秋,茂彰,茂招,茂昭,茂晶,茂章,茂明,茂皓,裕幸
しげいち	重一,繁一,繁市,茂一,茂壱
しげいちろう	繁一郎,茂一郎
しげお	しげお,しげを,薫雄,恵緒,滋生,滋男,滋夫,滋雄,重央,重生,重男,重夫,重勇,重雄,重郎,殖生,成男,成夫,成雄,成郎,繁男,繁夫,繁雄,茂央,茂生,茂男,茂夫,茂雄,茂郎,惠雄
しげかず	薫一,種知,重一,重員,重順,重和,成一,成壱,成和,盛一,篤和,繁一,繁胤,繁和,茂一,茂員,茂計,茂算,茂司,茂収,茂順,茂数,茂知,茂量,茂和,誉和
しげき	しげき,維樹,栄喜,栄稀,栄幸,栄樹,義紀,義記,義輝,共騎,薫輝,薫樹,志解樹,慈喜,慈紀,慈幸,慈生,滋喜,滋希,滋稀,滋紀,滋幸,滋樹,治戟,重喜,重希,重機,重紀,重規,重貴,重樹,重鎮,順貴,祥戟,成喜,成希,成稀,成紀,成貴,成輝,成幸,成樹,達紀,繁喜,繁季,繁規,繁輝,繁幸,繁樹,茂喜,茂基,茂希,茂揮,茂紀,茂規,茂記,茂貴,茂起,茂輝,茂騎,茂己,茂樹,茂城,茂生,裕基,裕希,裕紀,裕貴,裕輝,裕幸
しげさと	重郷,重吏,重里,茂覚,茂郷,茂悟,茂聖,茂智,茂邑,茂理,茂里
しげぞう	重三,繁三,繁蔵,繁造,茂三,茂造
しげたか	為飛,栄孝,慈高,慈鷹,滋空,滋孝,滋崇,重貴,重喬,重教,重孝,重昂,重高,重宝,重隆,穣崇,成孝,繁孝,茂貴,茂喬,茂敬,茂孝,茂高,茂峻,茂崇,茂嵩,茂尊,茂雄,茂隆,裕貴,裕幸
しげただ	重格,重正,重只,重但,重忠,重唯,成忠,鎮忠,繁忠,茂正,茂只,茂但,茂忠,茂唯
しげたろう	重多郎,重太朗,重太郎,成太郎,繁太郎,茂多朗,茂多郎,茂太朗,茂太郎
しげちよ	維千代,重千代
しげつぐ	重継,重次,重世,盛次,鎮継,鎮次,鎮続,繁次,茂継,茂嗣,茂承
しげと	維斗,栄仁,慈人,慈仁,慈斗,滋都,滋人,滋徒,滋斗,滋渡,滋途,滋都,滋飛,重十,重人,重斗,重杜,重渡,重登,重都,重翔,成人,成斗,成豊,誠人,誠都,繁人,蓬音,茂采,茂士,茂人,茂斗,茂杜,茂渡,茂登,茂都,茂門,隆敏
しげとし	薫明,滋利,重歳,重俊,重年,重敏,重勇,重利,繁俊,繁敏,繁利,茂紀,茂歳,茂寿,茂淑,茂俊,茂年,茂敏,茂利,裕貴
しげとよ	重仁,重富,重冨,重豊,重晨,茂仁,茂富,茂冨,茂豊,茂晨
しげなが	重長,重脩,成長,繁長
しげなり	薫成,滋成,滋也,重就,重成,重然,重也,成就,成也,誠也,繁成,繁也,茂成,茂徳,茂也
しげのすけ	恵之輔,滋之助,重之介,重之助,重之輔,繁之介,繁之助,蓬之助,茂之介,茂之助
しげのぶ	しげのぶ,卯宜,栄信,鑑宜,薫宜,枝宜,慈宜,滋延,滋信,滋宣,従宜,重寛,重順,重伸,重信,重宣,重陳,重靖,穣喜,臣宜,臣信,甚暢,成信,薦宜,鎮信,董信,篤宜,篤信,繁宜,繁伸,繁信,戊宜,蓬信,茂延,茂宜,茂述,茂伸,茂信,茂宣,茂暢,茂展,穰信,諄信
しげのり	維則,栄徳,栄緑,恵義,恵法,滋紀,滋則,樹範,樹頼,重規,重教,重矩,重敬,重憲,重則,重知,重典,重徳,重範,成教,成徳,成令,鎮則,鎮典,繁紀,繁憲,繁範,繁礼,茂德,茂紀,茂規,茂記,茂教,茂憲,茂載,茂昇,茂則,茂典,茂徳,茂範,茂法,林儀
しげはる	滋春,重玄,重治,重春,重晴,重陽,臣春,成治,成春,成陽,繁治,繁春,繁晴,茂映,茂栄,茂温,茂玄,茂治,茂春,茂晴,茂悠,茂遥,茂陽,茂遙,悠摩
しげひこ	栄彦,賀彦,薫彦,恵彦,慈彦,滋彦,重彦,成彦,繁彦,茂比古,茂彦
しげひさ	しげひさ,恵久,滋久,重久,重恒,重寿,重尚,鎮久,繁久,茂久,茂恒,茂寿,茂尚,茂弥,茂悠
しげひで	滋秀,重偉,重英,重豪,重秀,成秀,鎮秀,繁偉,繁英,繁秀,茂偉,茂英,茂秀
しげひろ	栄浩,恵洋,慈仁,重寛,重広,重弘,重鴻,重博,重裕,重洋,森広,成宏,成浩,成博,成裕,成洋,繁宏,繁広,茂寛,茂啓,茂宏,茂広,茂弘,茂洪,茂浩,茂紘,茂太,茂大,茂博,茂裕,茂洋
しげふみ	滋史,滋文,重史,重書,重章,重文,成文,篤史,繁史,繁文,茂史,茂書,茂章,茂文
しげまさ	重勝,重将,重昌,重政,重正,重誠,臣真,成允,成正,繁政,茂雅,茂賢,茂公,茂勝,茂将,茂昌,茂政,茂正,茂誠,茂大,茂柾,茂優,茂將
しげゆき	しげゆき,梓華幸,滋之,樹之,重幸,重行,重之,成幸,成行,成志,成之,誠之,鎮幸,繁幸,繁行,繁之,茂維,茂往,茂起,茂恭,茂幸,茂行,茂征,茂雪,茂之,茂侑,裕幸
しげる	繁,しげる,シゲル,栄流,興,滋,芝,秀,重,重瑠,殖,森,申,盛,繁,繁瑠,蕃,復,戊,茂,茂流,茂瑠
しこう	司昂,史光,史公,史広,史更,史高,史洸,士功,士紘,士行,志興,志功,志向,志孔,志孝,志幸,志航,志行,志高,志昊,枝光,紫功,至孝,至晃,至考,至高,七虹,之綱
しずお	閑央,閑男,閑夫,閑雄,玄雄,志津夫,静央,静生,静男,静夫,静雄,静郎,鎮男,鎮夫,鎮雄,倭夫,倭雄,靜雄
しずま	閑真,閑摩,閑磨,閑麻,康真,司須真,史須真,士寿馬,士須真,士図真,志寿真,志寿馬,志洲真,志洲馬,志須真,志図真,志津摩,詩須真,詩須馬,侍数麿,雫真,雫馬,雫舞,雫磨,雫麻,雫眞,雫茉,静真,静馬,静舞,静摩,静磨,静麻,静眞,鎮麻,鎮茉,寧馬,靜麿
しずや	穏弥,閑哉,閑也,閑椰,志瑞也,志津也,雫哉,雫矢,雫陽,静哉,静八,静也,静弥,静矢,静椰,靜哉
しせい	史成,士誠,士晟,子征,子斉,志成,志星,志西,志誠,志晟,孜星,獅成,獅正,紫星,紫誠,至正,至誠,至晟,詩聖,詩晟,資成
しど	史努,士度,紫土,心斗
しどう	梓桐,梓道,司童,史堂,史憧,史道,嗣道,士桃,士堂,士導,士道,始堂,始道,師童,志桐,志動,志堂,志導,志撞,志童,志道,志銅,獅生,獅堂,獅童,獅道,紫導,紫道,至堂,至導,至道,詩堂,侍沓,芝瞳,知沓,茂沓
しぶき	梓武生,獅吹,紫吹,詩吹,飛沫,翔舞輝
しもん	しもん,シモン,司紋,司門,史文,史紋,史門,嗣文,嗣紋,嗣門,四門,士文,士紋,士門,始紋,始門,師門,志文,志問,志紋,志門,思聞,獅文,獅紋,獅門,紫文,紫紋,紫門,至門,詩文,詩紋,詩門,慈問,之門
しゅい	朱伊,朱偉,朱維,朱緯,珠偉,珠維,珠壱,種一
しゅう	しゅう,シュウ,梓右,鍬,史佑,史勇,史悠,史祐,士悠,士雄,士侑,子優,子勇,子友,子悠,子有,子湧,子由,子祐,子裕,子遊,子雄,子夕,子侑,志佑,志優,志勇,志悠,志裕,志侑,思羽,思悠,紫生,紫佑,紫悠,紫祐,紫陽,紫侑,詩悠,侍優,蒔悠,主宇,主羽,主生,守宇,守羽,守生,守佑,守優,朱右,朱宇,朱羽,朱生,朱佑,朱優,朱憂,朱有,朱侑,珠宇,珠羽,珠雨,珠佑,珠優,珠有,珠夕,樹羽,樹雨,樹於,樹享,樹征,樹侑,収,周羽,周樹,周生,周優,周侑,宗,宗優,就,州,修,修宇,修羽,修生,修有,愁,愁生,洲,秀,秀宇,秀羽,秀生,秀優,秀友,秋羽,習,舟,蒐,衆,襲,蹴,集,春優,瞬羽,駿海,心優,心祐,崇,嵩,楢,萩,萩羽,萩雨,萩生,隼羽,柊宇,柊羽,柊生,柊佑,柊優,柊有,柊侑,鷲,壽,收,翔優,脩生
しゅういち	収一,周一,周壱,周市,宗一,宗市,就一,州一,州市,修一,修市,修支,洲一,秀一,秀壱,秀逸,秀市,秋一,秋壱,習一,舟一,蒐一,衆一,蹴一,週一,週壱,週市,集一,崇一,萩一,柊一,柊壱,柊逸,柊市,柊都,鷲一,脩一
しゅういちろう	周一朗,周一郎,周市朗,宗一朗,宗一郎,就一朗,州一朗,州一郎,修一朗,修一朗,修一郎,秀一朗,秀一郎,秋一朗,秋一郎,集一郎,崇一郎,嵩一郎,柊一朗,柊一郎,柊市朗,柊市郎,柊二郎,脩一朗,脩一郎
しゅうえい	周衛,宗映,宗英,修栄,修永,修瑛,修英,秀映,秀栄,秀瑛,秀英,秋瑛,秋英,秋詠,柊永,柊瑛,柊英,脩瑛
しゅうが	しゅうが,周河,周華,周牙,周芽,周賀,周雅,宗華,宗牙,宗芽,宗賀,宗雅,修賀,修雅,愁雅,秀河,秀我,秀牙,秀賀,秀雅,秀駕,秋雅,舟賀,襲牙,蹴我,集賀,充我,崇嘉,崇雅,萩我,萩雅,柊河,柊華,柊我,柊牙,柊芽,柊賀,柊雅,柊駕,鷲翔,翔牙,翔雅,脩雅
しゅうき	しゅうき,執喜,執己,守希,収季,周喜,周基,周希,周毅,周紀,周規,周記,周貴,周輝,周騎,周己,周樹,周生,宗喜,宗基,宗稀,宗貴,宗輝,宗樹,修気,修輝,修己,修生,修綺,修熙,愁稀,愁紀,愁貴,愁優希,秀希,秀毅,秀規,秀記,秀貴,秀輝,秀騎,秀樹,秀生,秀來,秋希,秋棄,秋毅,秋輝,秋樹,秋姫,秋暉,集喜,崇樹,嵩葵,柊葵,柊喜,柊基,柊岐,柊希,柊毅,柊祈,柊季,柊稀,柊紀,柊貴,柊輝,柊桔,柊銀,柊己,柊樹,柊生,柊利,柊來,柊暉,柊熙,鷲生,脩喜,脩希,脩貴
しゅうご	周五,周互,周伍,周午,周呉,周吾,周悟,周梧,周瑚,周護,宗呉,宗吾,宗悟,宗梧,州冴,修五,修伍,修吾,修悟,修梧,修護,修冴,愁吾,秀期,秀伍,秀吾,秀悟,秀梧,秀瑚,秀護,秀冴,秋鼓,秋伍,秋吾,秋悟,習伍,舟吾,集吾,奨梧,崇伍,崇吾,嵩吾,嵩悟,嵩梧,嵩護,嵩剛,萩吾,萩梧,萩瑚,柊五,柊伍,柊吾,柊悟,柊梧,柊護,柊剛,柊冴,柊心,鷲呉,脩吾,脩悟,脩琥
しゅうさく	周作,周朔,周策,宗作,宗朔,宗策,州作,州策,修作,修策,愁作,秀咲,秀作,秀朔,秀策,秋作,充朔,崇朔,嵩作,萩佐久,柊作,柊朔,脩開,脩作,脩策
しゅうじ	しゅうじ,志祐治,朱地,収史,収士,収治,収二,周司,周史,周士,周志,周至,周侍,周児,周慈,周次,周滋,周治,周示,周仁,周二,周路,宗司,宗志,宗資,宗次,宗治,宗示,宗二,就司,就志,州司,州史,州治,修司,修史,修嗣,修士,修始,修志,修至,修詩,修侍,修慈,修次,修治,修爾,修仁,修二,修弐,修之,修路,愁司,愁史,愁治,愁二,秀司,秀史,秀士,秀師,秀志,秀至,秀児,秀時,秀次,秀治,秀爾,秀仁,秀二,秀之,秋志,秋時,秋次,秋治,秋二,秋弐,臭治,蹴治,充司,祝志,祝至,祝寿,崇司,崇慈,崇次,崇二,崇之,嵩志,袖司,萩史,萩士,萩次,萩治,柊司,柊史,柊士,柊志,柊紫,柊至,柊詞,柊侍,柊慈,柊次,柊滋,柊治,柊爾,柊実,柊樹,柊仁,柊二,柊路,鷲司,脩司,脩志,脩慈,脩治,脩仁,脩二,脩路
しゅうじろう	周士朗,周士郎,周次朗,周次郎,周治郎,周仁郎,周二朗,周二郎,宗治郎,修士郎,修治郎,修二郎,秀次郎,秀治朗,秀治郎,秀二朗,秀二郎,舟士郎,集二郎,崇志朗,柊士朗,柊士郎,柊次朗,柊次郎,柊二朗,柊二郎,鷲二郎,脩司朗,脩士郎,脩次郎
しゅうすけ	収丞,収亮,周右,周介,周佐,周資,周助,周丞,周舗,周甫,周輔,周佑,周祐,周理,周亮,宗介,宗哉,宗助,宗典,宗輔,宗佑,宗祐,宗亮,就介,州亮,修育,修介,修丞,修典,修輔,修佑,修祐,修亮,愁助,愁佑,洲輔,秀允,秀介,秀哉,秀助,秀丞,秀典,秀甫,秀輔,秀佑,秀祐,秀翼,秀亮,秋介,秋佑,秋祐,秋亮,習佑,舟祐,充将,祝亮,崇佐,崇助,崇奨,崇祐,崇亮,嵩介,萩介,萩佐,萩亮,萩涼,柊右,柊介,柊資,柊助,柊丞,柊典,柊輔,柊佑,柊祐,柊亮,柊諒,鷲裕,壽佑,脩介,脩恭,脩資,脩輔,脩佑,脩亮
しゅうせい	守生,収成,周世,周征,周成,周星,周正,周聖,周惺,周晟,宗生,修世,修征,修成,修星,修晴,修正,修生,修誠,修青,修斉,愁成,愁生,愁盛,愁醒,秀世,秀征,秀成,秀政,秀星,秀晴,秀正,秀清,秀生,秀盛,秀聖,秀誠,秀晟,秋世,秋成,秋星,秋晴,秋清,秋生,秋聖,秋声,秋誠,秋青,習生,集生,崇成,崇晴,崇聖,萩成,萩生,柊羽青,柊征,柊成,柊星,柊晴,柊正,柊清,柊生,柊聖,柊誠,柊青,柊惺,柊晟,脩世,脩成,脩星,脩生,脩誠,脩惺,脩晟
しゅうぞう	収三,収蔵,周三,周蔵,周造,宗三,宗蔵,宗造,州三,州蔵,州造,修三,修蔵,修造,秀三,秀蔵,秀造,秋三,習造,週三,週蔵,週造,集三,集蔵,集造,崇三,萩三,柊蔵,脩蔵,脩造
しゅうた	しゅうた,執太,守太,収太,周樹,周多,周太,周汰,周大,宗多,宗太,宗汰,宗大,州多,州太,修多,修太,修汰,修大,愁多,愁太,愁汰,愁大,洲太,秀樹,秀多,秀太,秀汰,秀泰,秀大,秋太,秋汰,秋大,舟太,舟大,蹴汰,充汰,祝汰,崇太,崇大,嵩太,嵩大,萩太,萩汰,萩大,柊詩,柊多,柊太,柊汰,柊泰,柊大,鷲太,鷲汰,鷲大,壽太,脩太,脩汰,脩駄,脩大
しゅうたろう	しゅうたろう,寿汰郎,周多朗,周多郎,周太朗,周太郎,宗多郎,宗太朗,宗太郎,州太郎,修太朗,修太郎,修汰朗,修大朗,秀太朗,秀太朗,秀太郎,秀汰朗,秀汰郎,秀大朗,秋太郎,秋大朗,蹴太朗,崇太郎,萩太朗,萩太郎,柊太朗,柊太郎,柊汰朗,柊汰郎,柊大郎,鷲太朗,羞太郎,脩太朗,脩太郎
しゅうと	しゅうと,司優翔,史優翔,士優斗,士優翔,子優人,子優斗,子優渡,子優登,子優都,子優飛,子優翔,子悠人,子悠斗,志海人,志優人,志優翔,志有人,紫悠人,侍優人,守人,珠羽人,珠羽斗,寿仁,寿斗,寿翔,収翔,周采,周士,周十,周人,周徒,周斗,周杜,周渡,周登,周都,周燈,周透,周隼,周翔,宗音,宗士,宗人,宗仁,宗斗,宗杜,宗渡,宗登,宗都,就斗,州人,州仁,州斗,修兜,修士,修人,修仁,修生土,修説,修斗,修杜,修渡,修登,修都,修土,修灯,修透,修百,修和,修翔,愁音,愁叶,愁疾,愁人,愁仁,愁斗,愁敏,愁朋,愁翔,洲人,秀宇翔,秀音,秀虎,秀士,秀疾,秀人,秀仁,秀斗,秀杜,秀渡,秀登,秀都,秀飛,秀百,秀敏,秀翔,秋叶,秋虎,秋疾,秋人,秋仁,秋澄,秋兎,秋斗,秋杜,秋登,秋都,秋飛,秋朋,秋翔,習人,舟人,衆人,衆斗,衆翔,蹴叶,蹴人,蹴仁,蹴説,蹴太,蹴大,蹴斗,蹴都,蹴百,蹴翔,集士,集疾,集人,集斗,充斗,充都,充翔,祝斗,俊人,春羽斗,崇士,崇人,崇斗,崇杜,崇渡,崇都,崇翔,嵩人,嵩仁,嵩斗,嵩登,嵩冬,嵩飛,嵩翔,萩都,萩音,萩人,萩仁,萩斗,萩杜,萩翔,柊永,柊叶,柊季,柊虎,柊士,柊十,柊人,柊仁,柊兎,柊斗,柊杜,柊登,柊都,柊土,柊刀,柊道,柊隼,柊飛,柊朋,柊悠,柊橙,柊翔,悠仁,鷲斗,鷲翔,壽人,翔斗,翔飛,脩音,脩叶,脩人,脩仁,脩斗,脩杜,脩渡,脩土,脩友,脩利,脩翔
しゅうへい	しゅうへい,史由平,史裕兵,史裕平,士由平,士裕兵,士裕平,志由平,志裕兵,志裕平,思由平,詩由平,主祐平,主羽平,主生平,守祐平,守羽平,守生平,守平,朱祐平,朱羽平,朱生平,珠祐平,珠羽平,珠生平,周経一,周経唯,周経倭,周丙,周兵,周兵一,周兵唯,周平,宗丙,宗兵,宗平,就平,州経一,州経唯,州丙,州兵,州平,修経一,修経唯,修兵,修兵一,修兵唯,修平,愁平,秀経一,秀経唯,秀丙,秀兵,秀兵一,秀兵唯,秀平,秋経一,秋経唯,秋丙,秋兵,秋平,舟平,舟陛,集平,祝平,崇平,嵩平,星平,萩丙,萩平,柊経一,柊経唯,柊兵,柊平,悠平,鷲平,壽平,脩経一,脩経唯,脩丙,脩兵,脩兵一,脩兵唯,脩平
しゅうま	しゅうま,守真,守馬,朱羽真,朱生馬,朱馬,珠宇真,珠馬,収真,周真,周馬,周摩,周磨,周麻,周眞,周茉,宗真,宗馬,宗摩,宗磨,宗麻,宗茉,就馬,就眞,州真,州馬,修真,修誠,修馬,修磨,修麻,修満,修眞,修茉,愁真,愁馬,愁磨,愁麻,愁眞,愁茉,洲馬,秀允,秀真,秀誠,秀馬,秀舞,秀磨,秀麻,秀眞,秀茉,秋真,秋馬,秋磨,秋麻,秋眞,秋茉,舟真,舟馬,衆真,衆馬,集眞,充真,充馬,充摩,充眞,峻真,崇真,崇馬,崇磨,崇眞,嵩真,嵩馬,嵩磨,嵩麻,嵩万,嵩眞,萩真,萩馬,萩磨,萩万,萩眞,柊稀,柊実,柊守,柊慎,柊真,柊直,柊馬,柊摩,柊磨,柊麻,柊万,柊眞,柊茉,鷲真,鷲直,脩真,脩馬,脩磨,脩眞
しゅうめい	周明,修明,秀明,柊明,柊銘
しゅうや	しゅうや,鍬矢,国見,志佑也,志悠也,志侑也,詩優陽,周哉,周埜,周也,周冶,周耶,周弥,周矢,周椰,宗哉,宗也,宗耶,宗弥,宗矢,宗彌,就哉,就也,修哉,修埜,修也,修耶,修弥,修矢,修椰,愁哉,愁也,愁弥,愁矢,愁陽,洲矢,秀哉,秀八,秀也,秀耶,秀弥,秀矢,秀優,秀彌,秋哉,秋也,秋夜,秋耶,秋弥,秋矢,秋彌,舟也,舟耶,舟弥,蹴埜,集也,崇耶,崇弥,崇矢,崇陽,嵩哉,嵩也,嵩弥,嵩陽,袖埜,萩哉,萩也,萩耶,萩弥,萩矢,萩陽,柊雅,柊哉,柊泰,柊谷,柊埜,柊八,柊冶,柊夜,柊耶,柊野,柊弥,柊矢,柊優,柊陽,柊彌,柊椰,鷲哉,鷲谷,鷲也,鷲矢,壽八,脩哉,脩也,脩冶,脩弥,脩矢,脩陽,繡矢
